Time (s),PT2w_cal (deg.C),PT2s_cal (deg.C)
3504,22.668,22.361
3509,22.668,22.395
3514,22.668,22.395
3520,22.634,22.361
3525,22.668,22.361
3530,22.668,22.361
3535,22.668,22.361
3540,22.634,22.361
3545,22.634,22.328
3550,22.634,22.361
3555,22.668,22.395
3560,22.634,22.361
3565,22.668,22.361
3570,22.668,22.395
3575,22.634,22.361
3580,22.668,22.361
3585,22.668,22.361
3590,22.668,22.361
3595,22.634,22.395
3600,22.6,22.361
3606,22.668,22.395
3611,22.634,22.361
3616,22.668,22.361
3621,22.634,22.395
3626,22.6,22.395
3631,22.634,22.361
3636,22.6,22.395
3641,22.668,22.429
3646,22.634,22.361
3651,22.634,22.361
3656,22.6,22.361
3661,22.634,22.395
3666,22.634,22.395
3671,22.668,22.395
3676,22.668,22.361
3681,22.634,22.361
3686,22.6,22.429
3691,22.634,22.395
3697,22.634,22.361
3702,22.668,22.395
3707,22.634,22.395
3712,22.634,22.429
3717,22.634,22.395
3722,22.634,22.395
3727,22.634,22.361
3732,22.634,22.361
3737,22.634,22.361
3742,22.634,22.395
3747,22.634,22.429
3752,22.634,22.361
3757,22.634,22.395
3762,22.634,22.395
3767,22.634,22.395
3772,22.634,22.395
3777,22.634,22.395
3783,22.668,22.429
3788,22.634,22.361
3793,22.634,22.361
3798,22.634,22.395
3803,22.634,22.395
3808,22.6,22.395
3813,22.634,22.395
3818,22.6,22.395
3823,22.6,22.429
3828,22.634,22.395
3833,22.634,22.395
3838,22.6,22.395
3843,22.6,22.395
3848,22.6,22.395
3853,22.634,22.395
3858,22.634,22.361
3863,22.6,22.429
3869,22.567,22.429
3874,22.634,22.395
3879,22.6,22.361
3884,22.634,22.395
3889,22.634,22.429
3894,22.634,22.395
3899,22.6,22.429
3904,22.6,22.429
3909,22.6,22.395
3914,22.6,22.395
3919,22.634,22.395
3924,22.6,22.395
3929,22.634,22.429
3934,22.6,22.429
3939,22.6,22.429
3944,22.6,22.429
3949,22.634,22.429
3954,22.634,22.429
3960,22.634,22.429
3965,22.6,22.361
3970,22.634,22.429
3975,22.634,22.429
3980,22.634,22.395
3985,22.634,22.361
3990,22.6,22.395
3995,22.634,22.395
4000,22.6,22.429
4005,22.634,22.395
4010,22.6,22.429
4015,22.6,22.429
4020,22.6,22.429
4025,22.6,22.429
4030,22.634,22.429
4035,22.634,22.429
4040,22.634,22.429
4046,22.634,22.429
4051,22.634,22.429
4056,22.6,22.429
4061,22.634,22.429
4066,22.6,22.429
4071,22.634,22.463
4076,22.6,22.429
4081,22.634,22.429
4086,22.634,22.429
4091,22.6,22.429
4096,22.567,22.429
4101,22.634,22.429
4106,22.6,22.429
4111,22.6,22.429
4116,22.634,22.429
4121,22.6,22.429
4126,22.6,22.463
4131,22.634,22.429
4137,22.567,22.429
4142,22.6,22.429
4147,22.6,22.429
4152,22.6,22.429
4157,22.6,22.429
4162,22.6,22.429
4167,22.6,22.429
4172,22.6,22.395
4177,22.6,22.429
4182,22.6,22.429
4187,22.6,22.395
4192,22.6,22.429
4197,22.6,22.463
4202,22.6,22.463
4207,22.6,22.395
4212,22.634,22.395
4217,22.6,22.395
4223,22.6,22.429
4228,22.634,22.429
4233,22.6,22.429
4238,22.634,22.429
4243,22.6,22.429
4248,22.6,22.463
4253,22.567,22.463
4258,22.6,22.429
4263,22.6,22.429
4268,22.6,22.429
4273,22.6,22.429
4278,22.6,22.463
4283,22.6,22.463
4288,22.634,22.463
4293,22.567,22.463
4298,22.6,22.429
4303,22.6,22.429
4308,22.6,22.463
4314,22.6,22.429
4319,22.6,22.429
4324,22.634,22.395
4329,22.6,22.463
4334,22.6,22.429
4339,22.6,22.463
4344,22.567,22.429
4349,22.6,22.463
4354,22.567,22.463
4359,22.6,22.463
4364,22.6,22.429
4369,22.6,22.463
4374,22.6,22.463
4379,22.567,22.463
4384,22.634,22.463
4389,22.6,22.463
4394,22.6,22.463
4400,22.567,22.463
4405,22.634,22.429
4410,22.567,22.463
4415,22.567,22.496
4420,22.6,22.463
4425,22.567,22.429
4430,22.567,22.429
4435,22.6,22.429
4440,22.634,22.463
4445,22.6,22.429
4450,22.6,22.463
4455,22.6,22.463
4460,22.634,22.463
4465,22.6,22.429
4470,22.567,22.496
4475,22.6,22.463
4480,22.634,22.463
4485,22.6,22.429
4491,22.6,22.463
4496,22.567,22.463
4501,22.6,22.463
4506,22.567,22.463
4511,22.634,22.496
4516,22.6,22.463
4521,22.6,22.463
4526,22.567,22.463
4531,22.6,22.463
4536,22.567,22.463
4541,22.6,22.463
4546,22.567,22.463
4551,22.6,22.463
4556,22.6,22.463
4561,22.567,22.429
4566,22.567,22.463
4571,22.6,22.463
4577,22.6,22.429
4582,22.6,22.429
4587,22.6,22.496
4592,22.6,22.463
4597,22.6,22.463
4602,22.6,22.463
4607,22.6,22.463
4612,22.6,22.463
4617,22.6,22.463
4622,22.6,22.496
4627,22.6,22.463
4632,22.6,22.429
4637,22.6,22.463
4642,22.634,22.463
4647,22.567,22.496
4652,22.634,22.463
4657,22.6,22.496
4663,22.567,22.463
4668,22.6,22.463
4673,22.6,22.463
4678,22.6,22.463
4683,22.6,22.463
4688,22.634,22.429
4693,22.6,22.463
4698,22.6,22.463
4703,22.6,22.463
4708,22.6,22.463
4713,22.567,22.463
4718,22.567,22.463
4723,22.6,22.429
4728,22.6,22.496
4733,22.567,22.463
4738,22.6,22.463
4743,22.567,22.463
4748,22.6,22.496
4754,22.634,22.463
4759,22.567,22.463
4764,22.567,22.463
4769,22.6,22.496
4774,22.6,22.463
4779,22.6,22.463
4784,22.6,22.429
4789,22.567,22.496
4794,22.634,22.463
4799,22.6,22.429
4804,22.6,22.496
4809,22.6,22.463
4814,22.6,22.429
4819,22.6,22.463
4824,22.6,22.463
4829,22.6,22.429
4835,22.6,22.463
4840,22.6,22.496
4845,22.6,22.463
4850,22.6,22.463
4855,22.567,22.496
4860,22.567,22.463
4865,22.634,22.496
4870,22.634,22.463
4875,22.567,22.463
4880,22.567,22.463
4885,22.6,22.463
4890,22.6,22.463
4895,22.6,22.463
4900,22.6,22.463
4905,22.6,22.463
4910,22.6,22.463
4915,22.567,22.463
4920,22.634,22.463
4926,22.6,22.496
4931,22.6,22.496
4936,22.6,22.429
4941,22.6,22.463
4946,22.6,22.496
4951,22.567,22.463
4956,22.567,22.463
4961,22.6,22.429
4966,22.6,22.463
4971,22.6,22.496
4976,22.567,22.463
4981,22.634,22.463
4986,22.6,22.496
4991,22.6,22.463
4996,22.567,22.463
5001,22.6,22.496
5006,22.6,22.463
5012,22.6,22.463
5017,22.634,22.463
5022,22.6,22.463
5027,22.567,22.463
5032,22.634,22.496
5037,22.6,22.496
5042,22.6,22.463
5047,22.6,22.496
5052,22.6,22.463
5057,22.567,22.463
5062,22.567,22.496
5067,22.567,22.463
5072,22.567,22.496
5077,22.6,22.463
5082,22.567,22.496
5087,22.6,22.463
5092,22.6,22.496
5097,22.6,22.463
5103,22.6,22.496
