Time (s),PT1w (ohms-Hex),PT1s (ohms-Hex)
4543,8382,8380
4548,8382,8379
4553,8382,8379
4558,8382,8380
4563,8382,8379
4568,8383,8380
4573,8383,8379
4578,8383,8379
4583,8381,8380
4588,8383,8379
4593,8382,8379
4598,8383,8380
4603,8383,8380
4608,8383,8380
4613,8383,8379
4618,8382,8380
4623,8383,8381
4628,8383,8380
4634,8383,8380
4639,8383,8380
4644,8383,8381
4649,8383,8380
4654,8383,8380
4659,8384,8380
4664,8383,8380
4669,8382,8381
4674,8383,8380
4679,8383,8380
4684,8383,8380
4689,8384,8381
4694,8383,8381
4699,8383,8381
4704,8383,8380
4709,8384,8381
4714,8383,8381
4719,8383,8381
4724,8384,8381
4730,8383,8381
4735,8383,8381
4740,8383,8381
4745,8383,8381
4750,8383,8382
4755,8384,8382
4760,8384,8382
4765,8384,8381
4770,8384,8381
4775,8384,8382
4780,8384,8382
4785,8384,8382
4790,8384,8382
4795,8383,8382
4800,8383,8382
4805,8384,8382
4810,8384,8382
4815,8384,8382
4820,8384,8382
4826,8384,8382
4831,8384,8382
4836,8384,8382
4841,8384,8382
4846,8383,8382
4851,8383,8382
4856,8384,8383
4861,8384,8383
4866,8384,8382
4871,8384,8382
4876,8384,8383
4881,8384,8383
4886,8384,8382
4891,8385,8383
4896,8385,8382
4901,8384,8383
4906,8385,8383
4911,8385,8383
4916,8384,8382
4921,8384,8383
4927,8384,8383
4932,8384,8383
4937,8385,8384
4942,8384,8382
4947,8385,8383
4952,8384,8383
4957,8385,8383
4962,8385,8383
4967,8385,8383
4972,8385,8384
4977,8385,8384
4982,8385,8383
4987,8385,8384
4992,8385,8384
4997,8385,8384
5002,8385,8384
5007,8385,8384
5012,8385,8384
5017,8385,8384
5023,8384,8384
5028,8385,8384
5033,8385,8384
5038,8385,8384
5043,8386,8384
5048,8386,8384
5053,8386,8384
5058,8385,8384
5063,8385,8385
5068,8385,8384
5073,8385,8385
5078,8385,8385
5083,8386,8385
5088,8385,8385
5093,8386,8385
5098,8385,8385
5103,8385,8385
5108,8385,8385
5113,8386,8384
5119,8386,8385
5124,8386,8385
5129,8386,8385
5134,8387,8385
5139,8386,8385
5144,8386,8385
5149,8386,8386
5154,8385,8386
5159,8386,8385
5164,8386,8385
5169,8386,8386
5174,8386,8385
5179,8385,8386
5184,8386,8386
5189,8386,8386
5194,8386,8385
5199,8387,8385
5204,8386,8385
5209,8386,8386
5215,8386,8385
5220,8387,8386
5225,8386,8386
5230,8385,8386
5235,8386,8385
5240,8386,8385
5245,8386,8386
5250,8386,8386
5255,8386,8386
5260,8386,8386
5265,8387,8386
5270,8386,8386
5275,8386,8386
5280,8387,8387
5285,8386,8387
5290,8387,8386
5295,8387,8387
5300,8387,8387
5306,8386,8386
5311,8387,8386
5316,8387,8387
5321,8386,8387
5326,8386,8387
5331,8387,8386
5336,8387,8387
5341,8387,8387
5346,8387,8387
5351,8387,8387
5356,8387,8387
5361,8387,8387
5366,8387,8387
5371,8387,8387
5376,8387,8387
5381,8388,8387
5386,8387,8387
5391,8387,8387
5396,8386,8387
5402,8387,8387
5407,8387,8387
5412,8388,8387
5417,8388,8387
5422,8387,8387
5427,8386,8388
5432,8387,8387
5437,8388,8388
5442,8388,8387
5447,8387,8388
5452,8388,8388
5457,8388,8387
5462,8388,8388
5467,8387,8387
5472,8387,8387
5477,8388,8388
5482,8388,8388
5487,8388,8388
5492,8388,8387
5498,8388,8388
5503,8387,8388
5508,8387,8388
5513,8387,8388
5518,8388,8388
5523,8388,8388
5528,8387,8387
5533,8388,8388
5538,8387,8389
5543,8387,8388
5548,8387,8388
5553,8387,8389
5558,8388,8389
5563,8387,8388
5568,8388,8388
5573,8388,8389
5578,8388,8389
5584,8388,8388
5589,8388,8388
5594,8387,8389
5599,8388,8388
5604,8388,8389
5609,8388,8388
5614,8388,8389
5619,8388,8389
5624,8387,8390
5629,8388,8389
5634,8388,8389
5639,8388,8389
5644,8388,8389
5649,8388,8389
5654,8389,8390
5659,8389,8389
5664,8388,8389
5669,8389,8389
5674,8388,8390
5680,8388,8389
5685,8389,8389
5690,8389,8390
5695,8388,8389
5700,8389,8389
5705,8388,8389
5710,8389,8390
5715,8388,8390
5720,8389,8390
5725,8389,8390
5730,8388,8389
5735,8389,8389
5740,8389,8390
5745,8388,8390
5750,8389,8390
5755,8389,8389
5760,8389,8390
5765,8389,8390
5770,8388,8390
5776,8388,8390
5781,8389,8390
5786,8389,8390
5791,8389,8390
5796,8389,8390
5801,8389,8390
5806,8389,8390
5811,8389,8389
5816,8389,8391
5821,8388,8390
5826,8389,8390
5831,8388,8390
5836,8389,8390
5841,8389,8389
