Time (s),PT3w_cal (deg.C),PT3s_cal (deg.C)
2967,22.733,22.151
2972,22.767,22.117
2977,22.767,22.151
2982,22.767,22.117
2987,22.767,22.185
2992,22.733,22.151
2997,22.767,22.185
3002,22.767,22.151
3007,22.733,22.185
3012,22.733,22.219
3017,22.767,22.151
3022,22.767,22.151
3028,22.767,22.185
3033,22.767,22.185
3038,22.733,22.185
3043,22.767,22.185
3048,22.733,22.219
3053,22.767,22.185
3058,22.767,22.219
3063,22.733,22.185
3068,22.733,22.185
3073,22.767,22.185
3078,22.767,22.219
3083,22.767,22.185
3088,22.733,22.219
3093,22.767,22.151
3098,22.733,22.219
3103,22.733,22.219
3108,22.733,22.219
3113,22.733,22.185
3119,22.767,22.252
3124,22.767,22.151
3129,22.733,22.185
3134,22.733,22.252
3139,22.733,22.219
3144,22.699,22.185
3149,22.733,22.252
3154,22.733,22.219
3159,22.733,22.219
3164,22.733,22.252
3169,22.733,22.185
3174,22.699,22.219
3179,22.733,22.219
3184,22.733,22.185
3189,22.733,22.185
3194,22.733,22.219
3199,22.733,22.252
3204,22.733,22.219
3209,22.767,22.219
3215,22.699,22.185
3220,22.699,22.219
3225,22.699,22.219
3230,22.733,22.219
3235,22.699,22.219
3240,22.699,22.219
3245,22.733,22.219
3250,22.699,22.252
3255,22.666,22.252
3260,22.699,22.252
3265,22.733,22.219
3270,22.733,22.286
3275,22.733,22.252
3280,22.699,22.252
3285,22.699,22.252
3290,22.699,22.252
3295,22.699,22.185
3300,22.699,22.219
3306,22.733,22.252
3311,22.733,22.219
3316,22.699,22.252
3321,22.699,22.252
3326,22.699,22.219
3331,22.699,22.252
3336,22.733,22.219
3341,22.699,22.219
3346,22.699,22.252
3351,22.699,22.185
3356,22.699,22.286
3361,22.699,22.219
3366,22.699,22.32
3371,22.733,22.185
3376,22.666,22.219
3381,22.699,22.252
3386,22.699,22.252
3391,22.699,22.219
3396,22.699,22.219
3402,22.699,22.252
3407,22.666,22.252
3412,22.699,22.252
3417,22.699,22.252
3422,22.666,22.252
3427,22.666,22.219
3432,22.699,22.219
3437,22.699,22.219
3442,22.699,22.286
3447,22.699,22.252
3452,22.699,22.286
3457,22.699,22.252
3462,22.699,22.219
3467,22.666,22.252
3472,22.699,22.219
3477,22.666,22.286
3482,22.699,22.252
3487,22.699,22.219
3493,22.699,22.286
3498,22.666,22.286
3503,22.666,22.219
3508,22.699,22.286
3513,22.699,22.286
3518,22.666,22.252
3523,22.699,22.286
3528,22.699,22.286
3533,22.699,22.286
3538,22.666,22.286
3543,22.666,22.219
3548,22.666,22.286
3553,22.699,22.219
3558,22.666,22.32
3563,22.699,22.252
3568,22.699,22.286
3573,22.699,22.286
3578,22.666,22.286
3584,22.699,22.252
3589,22.699,22.286
3594,22.699,22.286
3599,22.699,22.286
3604,22.666,22.252
3609,22.699,22.252
3614,22.699,22.32
3619,22.699,22.354
3624,22.699,22.286
3629,22.666,22.252
3634,22.699,22.252
3639,22.699,22.286
3644,22.666,22.252
3649,22.666,22.286
3654,22.666,22.286
3659,22.666,22.286
3664,22.632,22.286
3669,22.666,22.32
3674,22.666,22.286
3680,22.699,22.286
3685,22.666,22.252
3690,22.666,22.32
3695,22.666,22.32
3700,22.666,22.286
3705,22.666,22.32
3710,22.666,22.286
3715,22.666,22.286
3720,22.666,22.286
3725,22.666,22.252
3730,22.666,22.32
3735,22.666,22.286
3740,22.666,22.286
3745,22.666,22.32
3750,22.632,22.32
3755,22.666,22.32
3760,22.666,22.252
3765,22.632,22.286
3771,22.666,22.32
3776,22.666,22.32
3781,22.666,22.286
3786,22.666,22.286
3791,22.666,22.286
3796,22.666,22.286
3801,22.632,22.32
3806,22.666,22.32
3811,22.666,22.32
3816,22.699,22.286
3821,22.666,22.286
3826,22.699,22.32
3831,22.666,22.32
3836,22.666,22.286
3841,22.666,22.32
3846,22.666,22.286
3851,22.632,22.286
3856,22.666,22.32
3862,22.666,22.32
3867,22.632,22.286
3872,22.632,22.286
3877,22.632,22.286
3882,22.666,22.32
3887,22.666,22.286
3892,22.666,22.32
3897,22.666,22.32
3902,22.666,22.32
3907,22.699,22.286
3912,22.666,22.32
3917,22.666,22.286
3922,22.632,22.354
3927,22.666,22.32
3932,22.666,22.286
3937,22.666,22.286
3942,22.666,22.354
3947,22.666,22.32
3953,22.666,22.354
3958,22.632,22.32
3963,22.632,22.354
3968,22.632,22.354
3973,22.666,22.32
3978,22.666,22.32
3983,22.666,22.354
3988,22.699,22.32
3993,22.666,22.286
3998,22.632,22.354
4003,22.666,22.32
4008,22.699,22.32
4013,22.666,22.354
4018,22.632,22.32
4023,22.666,22.286
4028,22.632,22.354
4033,22.666,22.32
4038,22.632,22.354
4044,22.666,22.354
4049,22.699,22.354
4054,22.666,22.354
4059,22.666,22.32
4064,22.666,22.32
4069,22.632,22.32
4074,22.666,22.32
4079,22.666,22.388
4084,22.666,22.32
4089,22.666,22.32
4094,22.666,22.354
4099,22.666,22.32
4104,22.666,22.354
4109,22.666,22.354
4114,22.632,22.354
4119,22.666,22.286
4124,22.632,22.32
4129,22.666,22.354
4134,22.666,22.32
4140,22.632,22.32
4145,22.666,22.354
4150,22.666,22.32
4155,22.666,22.32
4160,22.666,22.354
4165,22.666,22.354
4170,22.699,22.354
4175,22.666,22.354
4180,22.666,22.354
4185,22.666,22.354
4190,22.666,22.354
4195,22.666,22.354
4200,22.632,22.354
4205,22.632,22.388
4210,22.666,22.354
4215,22.666,22.32
4220,22.666,22.32
4225,22.632,22.388
4231,22.632,22.354
4236,22.666,22.354
4241,22.632,22.388
4246,22.666,22.354
4251,22.632,22.354
4256,22.632,22.32
4261,22.666,22.388
4266,22.666,22.354
4271,22.632,22.32
4276,22.632,22.32
4281,22.666,22.32
4286,22.632,22.388
4291,22.666,22.354
4296,22.666,22.32
4301,22.632,22.354
4306,22.632,22.388
4311,22.666,22.388
4316,22.666,22.32
4322,22.666,22.354
4327,22.666,22.388
4332,22.632,22.388
4337,22.666,22.354
4342,22.699,22.388
4347,22.632,22.32
4352,22.632,22.388
4357,22.666,22.388
4362,22.666,22.354
4367,22.632,22.354
4372,22.666,22.354
4377,22.632,22.354
4382,22.632,22.388
4387,22.666,22.354
4392,22.666,22.388
4397,22.666,22.354
4402,22.632,22.354
4407,22.666,22.388
4412,22.632,22.354
4418,22.632,22.354
4423,22.666,22.388
4428,22.632,22.388
4433,22.632,22.388
4438,22.598,22.388
4443,22.666,22.388
4448,22.632,22.354
4453,22.632,22.388
4458,22.632,22.388
4463,22.666,22.388
4468,22.632,22.354
4473,22.666,22.354
4478,22.666,22.354
4483,22.666,22.388
4488,22.666,22.388
4493,22.632,22.388
4498,22.632,22.388
4503,22.632,22.32
4509,22.666,22.388
4514,22.632,22.422
4519,22.632,22.388
4524,22.632,22.422
4529,22.632,22.388
4534,22.632,22.388
4539,22.632,22.354
4544,22.598,22.388
4549,22.699,22.388
4554,22.632,22.388
4559,22.632,22.388
4564,22.666,22.354
4569,22.632,22.388
4574,22.666,22.388
4579,22.598,22.388
4584,22.632,22.422
4589,22.632,22.388
4594,22.632,22.422
4600,22.666,22.422
4605,22.632,22.422
4610,22.632,22.388
4615,22.632,22.388
4620,22.632,22.388
4625,22.632,22.388
4630,22.632,22.388
4635,22.598,22.354
4640,22.632,22.388
4645,22.632,22.354
4650,22.632,22.422
4655,22.632,22.388
4660,22.632,22.388
4665,22.632,22.388
4670,22.632,22.388
4675,22.632,22.455
4680,22.632,22.354
4685,22.632,22.388
4690,22.632,22.422
4696,22.632,22.422
4701,22.632,22.388
4706,22.666,22.388
4711,22.632,22.388
4716,22.632,22.422
4721,22.598,22.388
4726,22.632,22.388
4731,22.632,22.354
4736,22.632,22.388
4741,22.598,22.388
4746,22.666,22.455
4751,22.666,22.455
4756,22.632,22.422
4761,22.632,22.388
4766,22.632,22.388
4771,22.598,22.422
4776,22.632,22.388
4781,22.632,22.388
4787,22.598,22.422
4792,22.632,22.388
4797,22.632,22.422
4802,22.632,22.388
4807,22.632,22.422
4812,22.598,22.422
4817,22.666,22.388
4822,22.632,22.422
4827,22.632,22.422
4832,22.598,22.388
4837,22.666,22.422
4842,22.632,22.388
4847,22.666,22.422
4852,22.632,22.388
4857,22.632,22.422
4862,22.632,22.422
4867,22.632,22.388
4872,22.632,22.388
4877,22.632,22.422
4883,22.632,22.422
4888,22.598,22.455
4893,22.632,22.388
4898,22.632,22.422
4903,22.632,22.388
4908,22.632,22.422
4913,22.632,22.388
4918,22.632,22.388
4923,22.632,22.422
4928,22.598,22.388
4933,22.632,22.422
4938,22.632,22.422
4943,22.632,22.422
4948,22.598,22.388
4953,22.666,22.422
4958,22.632,22.422
4963,22.598,22.388
4968,22.632,22.455
4974,22.666,22.388
4979,22.632,22.422
4984,22.666,22.455
4989,22.632,22.388
4994,22.598,22.388
4999,22.598,22.388
5004,22.632,22.455
5009,22.632,22.422
5014,22.666,22.422
5019,22.632,22.422
5024,22.632,22.422
5029,22.666,22.455
5034,22.632,22.422
5039,22.632,22.422
5044,22.632,22.422
5049,22.632,22.422
5054,22.632,22.422
5060,22.666,22.455
5065,22.598,22.388
5070,22.666,22.422
5075,22.632,22.455
5080,22.632,22.455
5085,22.632,22.455
5090,22.632,22.422
5095,22.632,22.422
5100,22.632,22.422
5105,22.632,22.455
5110,22.632,22.422
5115,22.632,22.455
5120,22.632,22.455
5125,22.632,22.422
5130,22.632,22.422
5135,22.632,22.422
5140,22.632,22.455
5145,22.632,22.422
5150,22.632,22.422
5156,22.632,22.422
5161,22.632,22.422
5166,22.632,22.422
5171,22.598,22.455
5176,22.666,22.422
5181,22.632,22.455
5186,22.632,22.455
5191,22.632,22.422
5196,22.632,22.455
5201,22.632,22.422
5206,22.598,22.455
5211,22.598,22.422
5216,22.632,22.422
5221,22.666,22.422
5226,22.632,22.422
5231,22.666,22.455
5236,22.632,22.422
5241,22.666,22.455
5247,22.632,22.455
5252,22.632,22.422
5257,22.632,22.455
5262,22.632,22.455
5267,22.632,22.455
5272,22.632,22.455
5277,22.632,22.489
5282,22.632,22.422
5287,22.632,22.489
5292,22.632,22.489
5297,22.632,22.422
5302,22.598,22.455
5307,22.666,22.455
5312,22.632,22.489
5317,22.632,22.489
5322,22.632,22.489
5327,22.632,22.455
5332,22.632,22.489
5338,22.632,22.422
5343,22.666,22.489
5348,22.632,22.455
5353,22.632,22.455
5358,22.632,22.455
5363,22.632,22.422
5368,22.632,22.455
5373,22.632,22.422
5378,22.632,22.455
5383,22.598,22.455
5388,22.632,22.489
5393,22.632,22.455
5398,22.598,22.455
5403,22.666,22.455
5408,22.632,22.455
5413,22.632,22.489
5418,22.632,22.455
5423,22.632,22.422
5428,22.666,22.455
5434,22.666,22.422
5439,22.632,22.422
5444,22.632,22.422
5449,22.632,22.422
5454,22.632,22.422
5459,22.632,22.489
5464,22.632,22.455
5469,22.632,22.422
5474,22.632,22.455
5479,22.632,22.422
5484,22.632,22.489
5489,22.632,22.455
5494,22.666,22.455
5499,22.632,22.455
5504,22.632,22.422
5509,22.632,22.489
5514,22.632,22.455
5519,22.632,22.422
5525,22.632,22.455
5530,22.632,22.422
5535,22.632,22.489
5540,22.632,22.455
5545,22.632,22.422
5550,22.632,22.489
5555,22.632,22.489
5560,22.632,22.489
5565,22.632,22.489
5570,22.598,22.455
5575,22.632,22.455
5580,22.632,22.523
5585,22.632,22.422
5590,22.632,22.489
5595,22.632,22.455
5600,22.632,22.455
5605,22.632,22.489
5610,22.632,22.455
5616,22.632,22.455
5621,22.666,22.523
5626,22.632,22.455
5631,22.632,22.455
5636,22.666,22.455
5641,22.632,22.523
5646,22.598,22.455
5651,22.632,22.489
5656,22.632,22.489
5661,22.632,22.455
5666,22.632,22.489
5671,22.632,22.489
5676,22.632,22.489
5681,22.632,22.489
5686,22.666,22.489
5691,22.666,22.455
5696,22.598,22.455
5701,22.632,22.489
5706,22.632,22.455
5712,22.632,22.489
5717,22.632,22.455
5722,22.632,22.455
5727,22.632,22.489
5732,22.632,22.455
5737,22.632,22.455
5742,22.632,22.455
5747,22.632,22.489
5752,22.632,22.489
5757,22.632,22.455
5762,22.598,22.489
5767,22.632,22.455
5772,22.632,22.523
5777,22.632,22.489
5782,22.632,22.489
5787,22.632,22.455
5792,22.632,22.557
5797,22.632,22.523
5803,22.632,22.489
5808,22.666,22.455
5813,22.632,22.489
5818,22.632,22.523
5823,22.632,22.489
5828,22.632,22.489
5833,22.632,22.455
5838,22.632,22.489
5843,22.632,22.489
5848,22.666,22.455
5853,22.632,22.455
5858,22.632,22.422
5863,22.632,22.523
5868,22.632,22.489
5873,22.632,22.489
5878,22.632,22.455
5883,22.666,22.523
5888,22.666,22.489
5894,22.632,22.489
5899,22.632,22.489
5904,22.666,22.455
5909,22.632,22.455
5914,22.632,22.489
5919,22.598,22.489
5924,22.666,22.489
5929,22.666,22.523
5934,22.632,22.489
5939,22.666,22.489
5944,22.632,22.455
5949,22.632,22.523
5954,22.632,22.489
5959,22.666,22.455
5964,22.666,22.523
5969,22.632,22.489
5974,22.632,22.455
5979,22.632,22.455
5984,22.632,22.489
5990,22.632,22.489
5995,22.632,22.489
6000,22.632,22.489
6005,22.632,22.523
6010,22.598,22.489
6015,22.632,22.523
6020,22.666,22.489
6025,22.666,22.455
6030,22.632,22.523
6035,22.598,22.455
6040,22.632,22.455
6045,22.632,22.523
6050,22.632,22.455
6055,22.632,22.489
6060,22.632,22.489
6065,22.632,22.523
6070,22.632,22.422
6075,22.666,22.523
6081,22.666,22.489
6086,22.632,22.489
6091,22.666,22.489
6096,22.632,22.489
6101,22.632,22.489
6106,22.632,22.489
6111,22.632,22.489
6116,22.632,22.455
6121,22.632,22.489
6126,22.632,22.489
6131,22.632,22.489
6136,22.632,22.523
6141,22.632,22.489
6146,22.666,22.489
6151,22.666,22.523
6156,22.632,22.489
6161,22.632,22.557
6166,22.632,22.489
6172,22.632,22.523
6177,22.632,22.523
6182,22.632,22.489
6187,22.632,22.523
6192,22.666,22.489
6197,22.632,22.489
6202,22.632,22.489
6207,22.632,22.489
6212,22.632,22.489
6217,22.666,22.489
6222,22.666,22.455
6227,22.666,22.489
6232,22.666,22.523
6237,22.632,22.489
6242,22.632,22.489
6247,22.632,22.489
6252,22.666,22.523
6257,22.632,22.523
6263,22.666,22.523
6268,22.598,22.523
6273,22.666,22.489
6278,22.632,22.523
6283,22.666,22.523
6288,22.632,22.523
6293,22.632,22.489
6298,22.632,22.489
6303,22.632,22.489
6308,22.632,22.523
6313,22.632,22.523
6318,22.632,22.489
6323,22.666,22.557
6328,22.666,22.523
6333,22.632,22.523
6338,22.598,22.523
6343,22.632,22.523
6348,22.632,22.523
6354,22.632,22.489
6359,22.666,22.557
6364,22.632,22.489
6369,22.632,22.557
6374,22.632,22.523
6379,22.666,22.489
6384,22.632,22.523
6389,22.666,22.489
6394,22.666,22.489
6399,22.632,22.489
6404,22.666,22.523
6409,22.666,22.523
6414,22.632,22.523
6419,22.632,22.523
6424,22.632,22.489
6429,22.666,22.489
6434,22.666,22.557
6439,22.666,22.523
6445,22.632,22.489
6450,22.666,22.557
6455,22.666,22.523
6460,22.666,22.489
6465,22.632,22.489
6470,22.666,22.523
6475,22.666,22.523
6480,22.632,22.523
6485,22.666,22.523
