Time (s),PT4w_cal (deg.C),PT4s_cal (deg.C)
6184,25.167,23.198
6189,25.133,23.265
6194,25.167,23.232
6199,25.099,23.232
6204,25.133,23.198
6209,25.167,23.265
6214,25.133,23.265
6219,25.133,23.198
6224,25.133,23.265
6229,25.099,23.198
6234,25.133,23.198
6239,25.099,23.232
6244,25.167,23.232
6249,25.099,23.265
6254,25.201,23.232
6259,25.133,23.232
6264,25.133,23.265
6269,25.133,23.232
6275,25.099,23.232
6280,25.133,23.265
6285,25.099,23.198
6290,25.133,23.232
6295,25.099,23.299
6300,25.099,23.198
6305,25.065,23.198
6310,25.099,23.299
6315,25.133,23.299
6320,25.099,23.232
6325,25.133,23.232
6330,25.099,23.232
6335,25.099,23.265
6340,25.065,23.265
6345,25.032,23.232
6350,25.065,23.232
6355,25.032,23.232
6360,25.065,23.299
6366,25.065,23.232
6371,25.065,23.299
6376,25.065,23.265
6381,25.065,23.299
6386,25.065,23.265
6391,25.065,23.232
6396,25.099,23.265
6401,25.065,23.265
6406,25.065,23.265
6411,25.065,23.299
6416,25.032,23.265
6421,25.032,23.265
6426,25.032,23.299
6431,25.032,23.299
